,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
4965,87,Upland Street,Amber,Howell-Bond,43,Daughter,Single,Female,Brewing technologist,None,Christian
4966,87,Upland Street,Andrea,Howell-Bond,42,Daughter,Single,female,"Programmer, systems",None,None
4967,87,Upland Street,Janet,Howell-Bond,41,Daughter,Single,Female,Travel agency manager,None,Christian
4968,87,Upland Street,Bruce,Howell-Bond,39,Son,Single,Male,Equality and diversity officer,None,None
4969,87,Upland Street,Deborah,Howell-Bond,39,Daughter,Divorced,Female,Chartered management accountant,None,None
4970,87,Upland Street,Elliot,Howell-Bond,38,Son,Single,Male,Retail buyer,None,Christian
4971,88,Upland Street,Denise,Smith,44,Head,Married,Female,Environmental manager,None,Christian
4972,88,Upland Street,Shaun,Smith,52,Husband,Married,Male,Professor Emeritus,None,None
4973,88,Upland Street,Mohammed,Smith,8,Adopted Son,NA,Male,Student,None,NA
4974,88,Upland Street,Sara,Smith,4,Daughter,NA,Female,Child,None,NA
4975,88,Upland Street,Ann,Smith,0,Daughter,NA,Female,Child,None,NA
4976,89,Upland Street,Jenna,Hughes,54,Head,Married,Female,Industrial/product designer,None,None
4977,89,Upland Street,Bradley,Hughes,54,Husband,Married,Male,Health promotion specialist,None,None
4978,89,Upland Street,Natasha,Hughes,19,Daughter,Single,Female,University Student,None,None
4979,89,Upland Street,Sally,Hughes,16,Daughter,NA,Female,Student,None,NA
4980,89,Upland Street,Martyn,Hughes,14,Son,NA,Male,Student,None,NA
4981,89,Upland Street,Sylvia,Hughes,11,Daughter,NA,Female,Student,None,NA
4982,89,Upland Street,Derek,Hughes,7,Son,NA,male,Student,None,NA
4983,89,Upland Street,Jill,Hughes,7,Daughter,NA,Female,Student,None,NA
4984,89,Upland Street,Scott,Hughes,3,Son,NA,Male,Child,None,NA
4985,89,Upland Street,Kenneth,Hughes,0,Son,NA,Male,Child,None,NA
4986,89,Upland Street,Dawn,Watkins,21,Lodger,Single,Female,University Student,None,Muslim
4987,89,Upland Street,Gordon,Ahmed,56,Lodger,Single,Male,Health and safety inspector,None,Catholic
4988,89,Upland Street,Stanley,Davis,59,Lodger,Divorced,Male,"Designer, blown glass/stained glass",None,None
4989,89,Upland Street,Stanley,Scott,42,Lodger,Divorced,Male,Structural engineer,None,Catholic
4990,89,Upland Street,Alex,Ashton,29,Lodger,Single,Male,"Pharmacist, hospital",None,None
4991,89,Upland Street,Eric,Godfrey,38,Sibling,Single,male,Barrister,None,None
4992,89,Upland Street,Beverley,Walton,22,Sibling,Single,Female,University Student,None,Muslim
4993,89,Upland Street,Mohamed,Williamson,46,Lodger,Single,Male,Surgeon,None,Catholic
4994,89,Upland Street,Andrea,Clarke,34,Lodger,Divorced,Female,Trading standards officer,None,None
4995,89,Upland Street,Reece,Davies,32,Lodger,Divorced,Male,Logistics and distribution manager,None,Christian
4996,89,Upland Street,Glen,Graham,49,Lodger,Single,Male,Clinical molecular geneticist,None,None
4997,89,Upland Street,Heather,Patel,57,Lodger,Single,Female,Science writer,None,Christian
4998,90,Upland Street,Jade,Evans,36,Head,Married,Female,Research scientist (life sciences),None,Christian
4999,90,Upland Street,Reece,Evans,40,Husband,Married,Male,IT consultant,None,Christian
5000,90,Upland Street,Martyn,Evans,12,Son,NA,Male,Student,None,NA
5001,90,Upland Street,Andrew,Evans,12,Son,NA,Male,Student,None,NA
5002,90,Upland Street,Luke,Evans,12,Son,NA,Male,Student,None,NA
5003,91,Upland Street,Bryan,Barnes,70,Head,Married,Male,"Retired Geologist, engineering",None,Christian
5004,91,Upland Street,Kerry,Barnes,71,Wife,Married,Female,"Retired Scientist, physiological",None,None
5005,91,Upland Street,Peter,Barnes,37,Son,Divorced,Male,Unemployed,None,Christian
5006,91,Upland Street,Ashleigh,Barnes,31,Daughter,Single,Female,"Scientist, audiological",None,Christian
5007,92,Upland Street,Joanna,Bishop,46,Head,Divorced,Female,Animator,None,None
5008,92,Upland Street,Donald,Bishop,42,Cousin,Divorced,Male,"Lecturer, higher education",None,None
5009,92,Upland Street,Katie,Bishop,49,Cousin,Single,Female,Politician's assistant,None,None
5010,92,Upland Street,Claire,Wallis,59,Cousin,Single,Female,Software engineer,None,None
5011,92,Upland Street,Brett,Wallis,63,Cousin,Single,Male,Actor,None,None
5012,93,Upland Street,Charlene,Franklin,25,Head,Married,Female,Dentist,None,Buddist
5013,93,Upland Street,Peter,Franklin,28,Husband,Married,Male,Engineering geologist,None,Buddist
5014,93,Upland Street,Rosemary,Franklin,9,Daughter,NA,Female,Student,None,NA
5015,93,Upland Street,Simon,West,42,Lodger,Single,Male,Broadcast presenter,None,None
5016,93,Upland Street,Amber,Holden,29,Lodger,Single,Female,Commercial horticulturist,None,Catholic
5017,93,Upland Street,Duncan,Jones,56,Lodger,Divorced,Male,Occupational therapist,None,None
5018,93,Upland Street,Edward,Bennett,56,Lodger,Single,male,TEFL teacher,None,None
5019,93,Upland Street,Claire,Smith,20,Sibling,Divorced,Female,University Student,None,Muslim
5020,94,Upland Street,Georgia,Hall,52,Head,Married,Female,Emergency planning/management officer,None,Catholic
5021,94,Upland Street,Nathan,Hall,52,Husband,Married,Male,Unemployed,None,Catholic
5022,94,Upland Street,Lydia,Hall,29,Daughter,Divorced,Female,Multimedia programmer,None,Catholic
5023,94,Upland Street,Harry,Hall,25,Son,Widowed,Male,Manufacturing systems engineer,None,None
5024,94,Upland Street,Rhys,Hall,23,Son,Single,Male,Advertising account executive,None,Catholic
5025,94,Upland Street,Danny,Hall,19,Son,Single,Male,University Student,None,Catholic
5026,94,Upland Street,Julia,Hall,15,Daughter,NA,Female,Student,None,NA
5027,95,Upland Street,Naomi,Hopkins,46,Head,Single,Female,Location manager,None,Christian
5028,95,Upland Street,Elliot,Price,41,None,Single,Male,"Education officer, museum",None,None
5029,95,Upland Street,Stacey,Davies,21,None,Single,Female,University Student,None,None
5030,95,Upland Street,Tom,McCarthy,46,None,Single,Male,"Restaurant manager, fast food",None,Christian
5031,95,Upland Street,Alan,Jones,62,None,Single,Male,Personnel officer,None,Catholic
5032,96,Upland Street,Marie,Harris,47,Head,Married,Female,"Radiographer, therapeutic",None,None
5033,96,Upland Street,Edward,Harris,49,Husband,Married,Male,Diagnostic radiographer,None,None
5034,96,Upland Street,Gillian,Harris,16,Daughter,NA,Female,Student,None,NA
5035,96,Upland Street,Nicole,Harris,12,Daughter,NA,Female,Student,None,NA
5036,96,Upland Street,Shirley,Harris,7,Daughter,NA,Female,Student,None,NA
5037,97,Upland Street,Rebecca,Jackson,35,Head,Married,Female,Video editor,None,None
5038,97,Upland Street,Jeffrey,Jackson,39,Husband,Married,Male,Actuary,None,None
5039,97,Upland Street,Sylvia,Jackson,2,Daughter,NA,Female,Child,None,NA
5040,98,Upland Street,Mary,Lewis,22,Head,Single,Female,University Student,None,Catholic
5041,98,Upland Street,Jason,Bevan,19,None,Single,Male,University Student,None,Christian
5042,98,Upland Street,Teresa,Hunter,22,None,Single,Female,University Student,None,Catholic
5043,98,Upland Street,Nicole,Higgins,22,None,Single,Female,University Student,None,None
5044,98,Upland Street,Mathew,Hill,22,None,Single,Male,University Student,None,None
5045,98,Upland Street,Emily,Cooper,19,None,Single,Female,University Student,None,None
5046,98,Upland Street,Peter,Webster,20,None,Single,Male,University Student,None,Christian
5047,98,Upland Street,Laura,Ford,21,None,Single,Female,University Student,None,Catholic
5048,98,Upland Street,Amy,Bowen,18,None,Single,Female,University Student,None,Methodist
5049,98,Upland Street,Joyce,Ward,21,None,Single,Female,University Student,None,Christian
5050,98,Upland Street,Sam,Ward,18,None,Single,Male,University Student,None,Christian
5051,99,Upland Street,Hayley,Holland,69,Head,Divorced,Female,Retired Manufacturing systems engineer,None,None
5052,99,Upland Street,Joanne,Holland,21,Daughter,Single,Female,University Student,None,None
5053,99,Upland Street,Emily,Holland,16,Daughter,NA,Female,Student,None,NA
5054,99,Upland Street,Toby,Holland,13,Son,NA,Male,Student,None,NA
5055,99,Upland Street,Joel,Holland,12,Son,NA,Male,Student,None,NA
5056,100,Upland Street,Elizabeth,Wood,51,Head,Married,Female,"Engineer, petroleum",None,Christian
5057,100,Upland Street,Scott,Wood,51,Husband,Married,Male,Community development worker,None,Christian
5058,100,Upland Street,Andrew,Wood,34,Son,Single,Male,"Scientist, research (maths)",None,None
5059,100,Upland Street,Mandy,Wood,32,Daughter,Single,Female,"Scientist, physiological",None,None
5060,100,Upland Street,Terence,Wood,2,Son,NA,Male,Child,None,NA
5061,101,Upland Street,Stacey,Thompson,59,Head,Married,Female,Pharmacologist,None,Methodist
5062,101,Upland Street,Anthony,Thompson,60,Husband,Married,Male,"Buyer, industrial",None,None
5063,101,Upland Street,Roy,Thompson,26,Son,Single,Male,Chiropractor,None,Methodist
5064,101,Upland Street,Kieran,Thompson,24,Son,Single,Male,"Administrator, sports",None,Methodist
5065,101,Upland Street,Cheryl,Thompson,14,Daughter,NA,Female,Student,None,NA
5066,102,Upland Street,Julia,Smith,31,Head,Single,Female,Tourist information centre manager,None,Muslim
5067,102,Upland Street,Gillian,Smith,12,Daughter,NA,Female,Student,None,NA
5068,102,Upland Street,Rachael,Bolton-Smith,10,Daughter,NA,Female,Student,None,NA
5069,102,Upland Street,Kirsty,Bolton-Smith,7,Daughter,NA,Female,Student,None,NA
5070,102,Upland Street,Jane,Bolton-Smith,5,Daughter,NA,Female,Student,None,NA
5071,102,Upland Street,Jenna,Bolton-Smith,2,Daughter,NA,Female,Child,None,NA
5072,102,Upland Street,Cheryl,Jones,32,Visitor,Single,Female,"Scientist, marine",None,None
5073,102,Upland Street,Mohamed,Thompson,64,Lodger,Single,Male,"Editor, film/video",None,Methodist
5074,102,Upland Street,Sharon,Cooper,53,Lodger,Single,Female,Financial manager,None,Christian
5075,102,Upland Street,Lynda,Clark,55,Sibling,Single,Female,Counsellor,None,Methodist
5076,103,Upland Street,Hayley,Joyce,50,Head,Divorced,Female,Community development worker,None,None
5077,103,Upland Street,Kevin,Joyce,17,Son,NA,Male,Student,None,NA
5078,103,Upland Street,Dominic,Joyce,11,Son,NA,Male,Student,None,NA
5079,103,Upland Street,Kenneth,Joyce,10,Son,NA,Male,Student,None,NA
5080,103,Upland Street,Conor,Joyce,9,Son,NA,Male,Student,None,NA
5081,103,Upland Street,Jordan,Joyce,7,Son,NA,Male,Student,None,NA
5082,103,Upland Street,Jamie,Joyce,5,Son,NA,Male,Student,None,NA
5083,103,Upland Street,Julie,Joyce,2,Daughter,NA,Female,Child,None,NA
5084,103,Upland Street,Roger,Todd-Joyce,0,Son,NA,Male,Child,None,NA
5085,104,Upland Street,Yvonne,Cooper,48,Head,Married,Female,Animator,None,Catholic
5086,104,Upland Street,Ian,Cooper,48,Husband,Married,Male,"Development worker, international aid",None,Catholic
5087,104,Upland Street,Kevin,Cooper,23,Son,Divorced,Male,Unemployed,None,Catholic
5088,104,Upland Street,Shaun,Cooper,20,Son,Divorced,Male,University Student,None,Catholic
5089,104,Upland Street,Catherine,Cooper,17,Daughter,NA,Female,Student,None,NA
5090,105,Upland Street,Samantha,Lewis,30,Head,Single,Female,English as a foreign language teacher,None,Catholic
5091,105,Upland Street,Marcus,Lewis,14,Son,NA,Male,Student,None,NA
5092,105,Upland Street,Brett,Lewis,14,Son,NA,Male,Student,None,NA
5093,105,Upland Street,Ashley,Lewis,13,Son,NA,Male,Student,None,NA
5094,105,Upland Street,Charlotte,Lewis,10,Daughter,NA,Female,Student,None,NA
5095,105,Upland Street,Aaron,Lewis,9,Son,NA,Male,Student,None,NA
5096,106,Upland Street,Jasmine,O'Brien-O'Sullivan,65,Head,Married,Female,Tax inspector,None,Christian
5097,106,Upland Street,Norman,O'Brien-O'Sullivan,66,Husband,Married,Male,Theatre director,None,None
5098,106,Upland Street,Hazel,Cooper,56,None,Married,Female,Gaffer,None,Christian
5099,106,Upland Street,Henry,Cooper,63,None,Married,male,"Runner, broadcasting/film/video",None,Christian
5100,106,Upland Street,Alison,Cooper,35,None,Single,Female,Phytotherapist,None,Christian
5101,106,Upland Street,Ashleigh,Cooper,33,None,Single,Female,"Production designer, theatre/television/film",None,Christian
5102,106,Upland Street,Hilary,Cooper,31,None,Single,Female,"Engineer, site",None,Christian
5103,106,Upland Street,Vanessa,Cooper,25,None,Divorced,Female,Oceanographer,None,None
5104,106,Upland Street,Ann,Cooper,23,None,Divorced,Female,Licensed conveyancer,None,None
5105,106,Upland Street,Catherine,Cooper,19,None,Single,Female,Clothing/textile technologist,None,None
5106,106,Upland Street,Jacob,Cooper,18,None,Single,Male,Student,None,Christian
5107,106,Upland Street,Kathleen,Cooper,15,None,NA,Female,Student,None,NA
5108,107,Upland Street,Chelsea,Holmes,71,Head,Widowed,Female,Retired Environmental manager,None,Muslim
5109,107,Upland Street,Elliot,Holmes,44,Son,Single,Male,Financial controller,None,None
5110,107,Upland Street,Nicola,Holmes,42,Daughter,Single,Female,Research scientist (maths),None,Muslim
5111,107,Upland Street,Ross,Holmes,40,Son,Single,Male,Publishing copy,None,Muslim
5112,107,Upland Street,Mark,Holmes,35,Son,Single,Male,Clinical biochemist,None,Muslim
5113,107,Upland Street,Phillip,Holmes,32,Son,Single,Male,Intelligence analyst,None,None
5114,107,Upland Street,Jason,Holmes,28,Son,Single,Male,Stage manager,None,Muslim
5115,108,Upland Street,Nicola,Rose,51,Head,Married,Female,"Programmer, applications",None,Methodist
5116,108,Upland Street,Adam,Rose,52,Husband,Married,Male,Research scientist (medical),None,None
5117,108,Upland Street,Jonathan,Rose,40,Son,Single,Male,Mudlogger,None,Methodist
5118,108,Upland Street,Sian,Rose,40,Daughter,Single,Female,Financial risk analyst,None,Methodist
5119,108,Upland Street,Gerald,Rose,37,Son,Divorced,Male,Equality and diversity officer,None,Methodist
5120,109,Upland Street,Anne,Pearce,64,Head,Married,Female,Learning disability nurse,None,Methodist
5121,109,Upland Street,Francis,Pearce,68,Husband,Married,Male,"Retired Psychologist, educational",None,Methodist
5122,109,Upland Street,Jordan,Pearce,33,Son,Single,Male,Company secretary,None,Methodist
5123,109,Upland Street,Annette,Pearce,32,Daughter,Divorced,Female,Product designer,None,None
5124,109,Upland Street,Connor,Pearce,30,Son,Divorced,Male,"Therapist, speech and language",None,None
5125,109,Upland Street,Hollie,Pearce,30,Daughter,Single,Female,"Radiographer, therapeutic",None,Methodist
5126,109,Upland Street,Mathew,Pearce,26,Son,Single,Male,Insurance underwriter,None,Methodist
5127,109,Upland Street,Naomi,Pearce,26,Daughter,Single,Female,"Therapist, music",None,Methodist
5128,109,Upland Street,Adam,Pearce,22,Son,Divorced,Male,University Student,None,None
5129,109,Upland Street,Benjamin,Pearce,5,Son,NA,Male,Student,None,NA
5130,110,Upland Street,Dorothy,Long,65,Head,Widowed,Female,Bookseller,None,None
5131,110,Upland Street,Denis,Long,37,Son,Single,Male,"Accountant, chartered",None,None
5132,110,Upland Street,Lynn,Long,34,Daughter,Widowed,Female,Careers adviser,None,None
5133,110,Upland Street,Adrian,Long,30,Son,Single,Male,Arts development officer,None,None
5134,110,Upland Street,Rebecca,Long,27,Daughter,Single,Female,Information officer,None,None
5135,111,Upland Street,Rebecca,Smith,38,Head,Married,Female,Copy,None,Methodist
5136,111,Upland Street,Jeremy,Smith,40,Husband,Married,Male,Early years teacher,None,Methodist
5137,111,Upland Street,Katy,Smith,6,Daughter,NA,Female,Student,None,NA
5138,111,Upland Street,Martyn,Smith,5,Son,NA,Male,Student,None,NA
5139,111,Upland Street,Valerie,Smith,4,Daughter,NA,Female,Child,None,NA
5140,112,Upland Street,Frances,Russell,62,Head,Single,Female,Administrator,None,Christian
5141,112,Upland Street,Ruth,Williams,28,None,Single,Female,Audiological scientist,None,Christian
5142,112,Upland Street,Louis,Carter,59,None,Single,Male,Oceanographer,None,Christian
5143,112,Upland Street,Annette,Cooper,64,None,Single,Female,Learning mentor,None,Christian
5144,112,Upland Street,Iain,Cole,55,None,Single,Male,Geophysicist/field seismologist,None,None
5145,113,Upland Street,Jeremy,Webb,48,Head,Married,Male,Secondary school teacher,None,Catholic
5146,113,Upland Street,Zoe,Thompson,45,Wife,Married,Female,"Education officer, community",None,None
5147,114,Upland Street,Karen,Bryan,41,Head,Single,Female,Unemployed,None,Methodist
5148,114,Upland Street,David,Bryan,19,Son,Single,Male,University Student,None,Methodist
5149,114,Upland Street,Christopher,Bryan,19,Son,Divorced,Male,"Surveyor, building",None,Methodist
5150,114,Upland Street,Paige,Bryan,17,Daughter,NA,Female,Student,None,NA
5151,114,Upland Street,Christine,Bryan,14,Daughter,NA,Female,Student,None,NA
5152,114,Upland Street,Guy,Bryan,11,Son,NA,Male,Student,None,NA
5153,114,Upland Street,Rhys,Bryan,10,Son,NA,Male,Student,None,NA
5154,114,Upland Street,Olivia,Bryan,9,Daughter,NA,Female,Student,None,NA
5155,114,Upland Street,Janice,Bryan,6,Daughter,NA,Female,Student,None,NA
5156,114,Upland Street,Alex,Bryan,3,Son,NA,Male,Child,None,NA
5157,115,Upland Street,Harriet,Edwards,59,Head,Divorced,Female,Sales promotion account executive,None,None
5158,115,Upland Street,Kate,West,16,Granddaughter,NA,Female,Student,None,NA
5159,116,Upland Street,Wendy,Wall,43,Head,Divorced,Female,Unemployed,Mental Disability,None
5160,116,Upland Street,Keith,Wall,8,Son,NA,Male,Student,None,NA
5161,116,Upland Street,Graeme,Wall,8,Son,NA,Male,Student,None,NA
5162,116,Upland Street,Kim,Wall,8,Daughter,NA,Female,Student,None,NA
5163,116,Upland Street,Ricky,Wall,5,Son,NA,Male,Student,None,NA
5164,117,Upland Street,Tracey,Ellis,56,Head,Married,Female,Learning disability nurse,None,Christian
5165,117,Upland Street,Shane,Ellis,58,Husband,Married,Male,Structural engineer,None,None
5166,117,Upland Street,Dawn,Ellis,22,Daughter,Single,Female,University Student,None,None
5167,117,Upland Street,Marie,Ellis,19,Daughter,Widowed,Female,University Student,None,Christian
5168,117,Upland Street,Michael,Ellis,18,Son,Single,Male,Student,None,None
